folder,file1,file2,tfidf_similarity,ast_similarity,combined_similarity,length_ratio,complexity_ratio,es_plagio,dataset,tokenize_success,ast_success
169e34bf_609af028,169e34bf.java,609af028.java,0.3748,0.7478,0.4308,0.9011,0.8182,0,conplag,True,True
63118334_c392efe7,63118334.java,c392efe7.java,0.4922,0.7046,0.5241,0.8379,0.8,0,conplag,True,True
161b4a40_da5cf40b,161b4a40.java,da5cf40b.java,0.3627,0.8087,0.4296,0.7818,1.0,0,conplag,True,True
c07_orig_L5v05,original.java,compared.java,0.4423,0.8549,0.5661,0.841,0.8,1,ir_plag,True,True
120878da_ac180326,120878da.java,ac180326.java,0.2738,0.7276,0.3419,0.6593,0.7692,0,conplag,True,True
0d11fb94_f9e08a46,0d11fb94.java,f9e08a46.java,0.3794,0.7066,0.4285,0.8837,0.6667,0,conplag,True,True
81fb6415_fb69b3b4,81fb6415.java,fb69b3b4.java,0.6501,0.7137,0.6596,0.7399,0.8571,0,conplag,True,True
c01_orig_np05,original.java,compared.java,0.4624,0.6725,0.5255,0.6774,0.5,0,ir_plag,True,True
c04_orig_np09,original.java,compared.java,0.8541,0.9083,0.8704,0.8636,1.0,0,ir_plag,True,True
1f257299_76b978c2,1f257299.java,76b978c2.java,0.4366,0.6499,0.4686,0.6691,0.6667,0,conplag,True,True
c07_orig_L3v08,original.java,compared.java,0.7204,0.9417,0.7868,0.9762,1.0,1,ir_plag,True,True
24b20554_43b10dec,24b20554.java,43b10dec.java,0.465,0.8799,0.5272,0.9723,1.0,1,conplag,True,True
45f46b14_7b162d33,45f46b14.java,7b162d33.java,0.4813,0.9958,0.5584,0.9827,1.0,1,conplag,True,True
b7de5c19_c022c315,b7de5c19.java,c022c315.java,0.541,0.7322,0.5697,0.9349,0.9231,0,conplag,True,True
b7de5c19_ee65f7f5,b7de5c19.java,ee65f7f5.java,0.3972,0.7349,0.4478,0.9736,1.0,0,conplag,True,True
929b98f0_bf85ab7b,929b98f0.java,bf85ab7b.java,0.3729,0.712,0.4238,0.9883,0.9091,0,conplag,True,True
c06_orig_L3v03,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c05_orig_L1v03,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c06_orig_L2v05,original.java,compared.java,0.3621,1.0,0.5535,0.8952,1.0,1,ir_plag,True,True
16857116_6e207cbf,16857116.java,6e207cbf.java,0.3676,0.7649,0.4272,0.9102,0.8333,0,conplag,True,True
28d8c381_417833c3,28d8c381.java,417833c3.java,0.2985,0.5749,0.34,0.4797,0.6667,0,conplag,True,True
1c90c367_f0801d53,1c90c367.java,f0801d53.java,0.3993,0.8153,0.4617,0.7792,0.6667,1,conplag,True,True
c01_orig_np01,original.java,compared.java,0.4624,0.6725,0.5255,0.6774,0.5,0,ir_plag,True,True
c05_orig_L4v06,original.java,compared.java,0.7411,0.8467,0.7728,0.8131,1.0,1,ir_plag,True,True
c02_orig_np08,original.java,compared.java,0.7903,0.9917,0.8507,0.9346,1.0,0,ir_plag,True,True
7d7cf9a7_e45446bc,7d7cf9a7.java,e45446bc.java,0.4068,0.6651,0.4456,0.9691,0.7143,0,conplag,True,True
c03_orig_L6v07,original.java,compared.java,0.5684,0.7998,0.6378,0.813,1.0,1,ir_plag,True,True
73f1c5f5_da0b7cb2,73f1c5f5.java,da0b7cb2.java,0.4075,0.6462,0.4433,0.9564,0.6923,0,conplag,True,True
21123500_fbd26aa0,21123500.java,fbd26aa0.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
1b372750_fdd41565,1b372750.java,fdd41565.java,0.3637,0.6755,0.4105,0.748,0.8182,1,conplag,True,True
4da08761_c4ca2ff3,4da08761.java,c4ca2ff3.java,0.4258,0.6795,0.4639,0.7409,0.9,1,conplag,True,True
46e9aed4_8ddb5587,46e9aed4.java,8ddb5587.java,0.4274,0.81,0.4848,0.9259,0.625,0,conplag,True,True
35eb27da_64ce7b1e,35eb27da.java,64ce7b1e.java,0.3373,0.892,0.4205,0.8796,0.875,0,conplag,True,True
884f5678_cf27732e,884f5678.java,cf27732e.java,0.4268,0.7544,0.4759,0.8431,0.6923,0,conplag,True,True
55ab9b5d_c6113c06,55ab9b5d.java,c6113c06.java,0.823,0.9543,0.8427,0.9946,1.0,1,conplag,True,True
927384f2_b2bae06a,927384f2.java,b2bae06a.java,0.5193,0.8418,0.5677,0.9146,1.0,1,conplag,True,True
c05_orig_L3v09,original.java,compared.java,0.5656,0.9667,0.6859,0.964,1.0,1,ir_plag,True,True
9028caf7_a4e39423,9028caf7.java,a4e39423.java,0.5143,0.6311,0.5318,0.8282,1.0,0,conplag,True,True
5289e80a_d82fa7e3,5289e80a.java,d82fa7e3.java,0.4087,0.7929,0.4664,0.8883,1.0,0,conplag,True,True
c06_orig_L6v06,original.java,compared.java,0.3731,0.6775,0.4644,0.5139,0.75,1,ir_plag,True,True
c03_orig_L4v08,original.java,compared.java,0.4969,0.8375,0.5991,0.8386,1.0,1,ir_plag,True,True
35bb6075_ed728769,35bb6075.java,ed728769.java,0.596,0.7786,0.6234,0.8626,0.8889,0,conplag,True,True
69b2fd22_e6b7a899,69b2fd22.java,e6b7a899.java,0.3257,0.7313,0.3865,0.9279,0.7,0,conplag,True,True
c05_orig_np11,original.java,compared.java,0.4245,0.7592,0.5249,0.5978,0.5,0,ir_plag,True,True
624b8db5_eacc407e,624b8db5.java,eacc407e.java,0.506,0.7947,0.5493,0.8175,0.9091,0,conplag,True,True
29cb9b0e_d3da65ff,29cb9b0e.java,d3da65ff.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
c04_orig_L5v03,original.java,compared.java,0.4805,0.6625,0.5351,0.7333,1.0,1,ir_plag,True,True
c01_orig_L3v06,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
2695ce73_ac8acb97,2695ce73.java,ac8acb97.java,0.5361,0.8836,0.5883,0.7815,0.8,1,conplag,True,True
90dc2b20_f229aa7f,90dc2b20.java,f229aa7f.java,0.4528,0.7991,0.5048,0.9318,1.0,0,conplag,True,True
eea69e7f_f6ca6fc8,eea69e7f.java,f6ca6fc8.java,0.5304,0.7886,0.5691,0.8837,0.8333,0,conplag,True,True
372a4f50_e435b1ac,372a4f50.java,e435b1ac.java,0.3419,0.5883,0.3789,0.6797,0.4286,0,conplag,True,True
c05_orig_L4v03,original.java,compared.java,0.5132,0.7275,0.5775,0.8972,1.0,1,ir_plag,True,True
c06_orig_L1v04,original.java,compared.java,0.8864,1.0,0.9205,0.9487,1.0,1,ir_plag,True,True
132281e9_f415c0bf,132281e9.java,f415c0bf.java,0.6201,0.9314,0.6668,0.9718,0.8889,1,conplag,True,True
0e87b87f_6369a7a2,0e87b87f.java,6369a7a2.java,0.3846,0.6572,0.4255,0.9618,0.7857,0,conplag,True,True
c01_orig_L3v05,original.java,compared.java,0.4137,0.85,0.5446,0.9254,1.0,1,ir_plag,True,True
c06_orig_L3v06,original.java,compared.java,0.7948,0.975,0.8488,0.9823,1.0,1,ir_plag,True,True
c02_orig_L6v02,original.java,compared.java,0.5033,0.7729,0.5842,0.6536,1.0,1,ir_plag,True,True
73f57af1_ac8ef97c,73f57af1.java,ac8ef97c.java,0.3141,0.6654,0.3668,0.9038,0.6667,0,conplag,True,True
c07_orig_L6v01,original.java,compared.java,0.4982,0.84,0.6008,0.8586,1.0,1,ir_plag,True,True
7279bcb3_cfba313d,7279bcb3.java,cfba313d.java,0.3523,0.7552,0.4127,0.7214,0.9286,1,conplag,True,True
a5d5a95f_c4ca2ff3,a5d5a95f.java,c4ca2ff3.java,0.5586,0.9003,0.6098,0.829,0.8889,0,conplag,True,True
1500a4fa_d7a8434f,1500a4fa.java,d7a8434f.java,0.4678,0.8409,0.5238,0.9185,0.9231,0,conplag,True,True
2b7b2d45_a0b406e6,2b7b2d45.java,a0b406e6.java,0.4619,0.7585,0.5064,0.8425,0.8571,1,conplag,True,True
c02_orig_L5v03,original.java,compared.java,0.5405,0.6217,0.5648,0.8403,1.0,1,ir_plag,True,True
c06_orig_L5v01,original.java,compared.java,0.5033,0.8375,0.6036,0.8473,1.0,1,ir_plag,True,True
72d4d693_ad2a1ae2,72d4d693.java,ad2a1ae2.java,0.6761,0.8236,0.6982,0.8347,0.8571,0,conplag,True,True
c287ea9d_d2901569,c287ea9d.java,d2901569.java,0.4397,0.6259,0.4676,0.7094,0.7,0,conplag,True,True
c02_orig_np03,original.java,compared.java,1.0,1.0,1.0,0.9804,1.0,0,ir_plag,True,True
4e5ee0f7_d6fb3b9e,4e5ee0f7.java,d6fb3b9e.java,0.3285,0.68,0.3812,0.6823,0.7,0,conplag,True,True
1162c08f_734a94be,1162c08f.java,734a94be.java,0.5362,0.836,0.5812,0.8296,0.8333,1,conplag,True,True
0588b869_11373c16,0588b869.java,11373c16.java,0.4934,0.8271,0.5434,0.9564,1.0,0,conplag,True,True
c04_orig_L6v09,original.java,compared.java,0.4622,0.68,0.5276,0.7674,1.0,1,ir_plag,True,True
c05_orig_np09,original.java,compared.java,0.4445,0.9313,0.5905,0.8629,1.0,0,ir_plag,True,True
c73cd266_d2eb953e,c73cd266.java,d2eb953e.java,0.4718,0.8617,0.5303,0.8201,1.0,0,conplag,True,True
c04_orig_L1v07,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
6bcc5afd_cb87df79,6bcc5afd.java,cb87df79.java,0.5366,0.9488,0.5984,0.9415,1.0,1,conplag,True,True
29cf2e70_2f4509a0,29cf2e70.java,2f4509a0.java,0.4318,0.8596,0.496,0.8162,1.0,1,conplag,True,True
e185bce5_f3d7ce08,e185bce5.java,f3d7ce08.java,0.6823,0.8041,0.7006,0.7911,0.8333,0,conplag,True,True
c04_orig_L1v09,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
169e34bf_ba468e1f,169e34bf.java,ba468e1f.java,0.3883,0.7693,0.4454,0.9266,0.9,0,conplag,True,True
9fc811f7_cff39394,9fc811f7.java,cff39394.java,0.5875,0.8572,0.628,0.937,1.0,1,conplag,True,True
c06_orig_L2v07,original.java,compared.java,0.9312,1.0,0.9518,0.991,1.0,1,ir_plag,True,True
3951966f_b842cf12,3951966f.java,b842cf12.java,0.4677,0.9153,0.5349,0.9389,1.0,0,conplag,True,True
0ee2f8f1_c2b7b017,0ee2f8f1.java,c2b7b017.java,0.4667,0.9287,0.536,0.795,1.0,1,conplag,True,True
c07_orig_L4v08,original.java,compared.java,0.8157,0.8292,0.8197,0.9146,1.0,1,ir_plag,True,True
c05_orig_L4v08,original.java,compared.java,0.6333,0.89,0.7103,0.8505,1.0,1,ir_plag,True,True
40cc90ae_9399204d,40cc90ae.java,9399204d.java,0.4253,0.7449,0.4732,0.7534,0.8182,0,conplag,True,True
c06_orig_np10,original.java,compared.java,0.9312,1.0,0.9518,0.991,1.0,0,ir_plag,True,True
3dd65549_90dc2b20,3dd65549.java,90dc2b20.java,0.4581,0.8157,0.5118,0.9578,0.8889,0,conplag,True,True
317a209c_548ffb07,317a209c.java,548ffb07.java,0.7406,0.917,0.7671,0.8838,0.9091,1,conplag,True,True
c02_orig_L6v09,original.java,compared.java,0.595,0.7313,0.6359,0.7634,1.0,1,ir_plag,True,True
3b498a39_e6b7a899,3b498a39.java,e6b7a899.java,0.3681,0.608,0.4041,0.7265,0.6364,0,conplag,True,True
4da08761_d6fb3b9e,4da08761.java,d6fb3b9e.java,0.3424,0.5764,0.3775,0.643,0.7,0,conplag,True,True
bf0df1d5_d1cd194e,bf0df1d5.java,d1cd194e.java,0.4206,0.7461,0.4695,0.9136,0.8571,0,conplag,True,True
c01_orig_L1v01,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c02_orig_np12,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,0,ir_plag,True,True
7d9b95c0_9d33ca79,7d9b95c0.java,9d33ca79.java,0.4569,0.7987,0.5082,0.9486,0.8333,0,conplag,True,True
6f02c6d9_c9159d9c,6f02c6d9.java,c9159d9c.java,0.6246,0.7966,0.6504,0.9114,0.8333,0,conplag,True,True
6de04ee2_d9199dfd,6de04ee2.java,d9199dfd.java,0.3653,0.7631,0.4249,0.7344,0.7273,0,conplag,True,True
169e34bf_c9159d9c,169e34bf.java,c9159d9c.java,0.4085,0.7209,0.4554,0.8304,0.75,0,conplag,True,True
8535bdf7_e86eb5b0,8535bdf7.java,e86eb5b0.java,0.4321,0.717,0.4749,0.8326,1.0,0,conplag,True,True
98950986_b9595381,98950986.java,b9595381.java,0.401,0.7014,0.4461,0.7927,0.7778,0,conplag,True,True
c04_orig_np12,original.java,compared.java,0.4053,0.7575,0.511,0.287,0.5,0,ir_plag,True,True
c05_orig_L6v06,original.java,compared.java,0.3437,0.8271,0.4887,0.608,0.6667,1,ir_plag,True,True
c05_orig_L6v05,original.java,compared.java,0.5085,0.75,0.581,0.8843,1.0,1,ir_plag,True,True
d9199dfd_fb312dc6,d9199dfd.java,fb312dc6.java,0.3912,0.8839,0.4651,0.9349,0.8182,1,conplag,True,True
04df7bb8_ee270b2a,04df7bb8.java,ee270b2a.java,0.1681,0.8851,0.2756,0.688,0.8889,1,conplag,True,True
9cea10af_d63e6e3f,9cea10af.java,d63e6e3f.java,0.4833,0.7999,0.5308,0.7725,1.0,0,conplag,True,True
2f8c3bf3_a3abac01,2f8c3bf3.java,a3abac01.java,0.3874,0.7929,0.4482,0.766,1.0,1,conplag,True,True
c01_orig_L1v08,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c07_orig_L3v07,original.java,compared.java,0.8385,0.9274,0.8652,0.9647,1.0,1,ir_plag,True,True
810fd282_ec558d69,810fd282.java,ec558d69.java,0.8621,0.953,0.8757,1.0,1.0,1,conplag,True,True
1dab88fb_b7de5c19,1dab88fb.java,b7de5c19.java,0.4859,0.8333,0.538,0.9072,0.8462,0,conplag,True,True
8532d5ed_b9595381,8532d5ed.java,b9595381.java,0.433,0.6251,0.4618,0.964,0.7778,0,conplag,True,True
c03_orig_np04,original.java,compared.java,0.97,0.935,0.9595,0.9212,1.0,0,ir_plag,True,True
c07_orig_L4v01,original.java,compared.java,0.529,0.8507,0.6255,0.8677,1.0,1,ir_plag,True,True
a368f345_b434c275,a368f345.java,b434c275.java,0.4748,0.774,0.5197,0.9443,1.0,0,conplag,True,True
c03_orig_L3v07,original.java,compared.java,0.6608,1.0,0.7626,1.0,1.0,1,ir_plag,True,True
b790ef12_ff34fab2,b790ef12.java,ff34fab2.java,0.3525,0.7661,0.4146,0.7915,0.9,0,conplag,True,True
b434c275_fdc4f384,b434c275.java,fdc4f384.java,0.95,1.0,0.9575,1.0,1.0,1,conplag,True,True
c03_orig_L2v03,original.java,compared.java,1.0,0.935,0.9805,0.959,1.0,1,ir_plag,True,True
c06_orig_L6v08,original.java,compared.java,0.6491,0.8375,0.7056,0.874,1.0,1,ir_plag,True,True
35bb6075_76a69f5c,35bb6075.java,76a69f5c.java,0.3641,0.6112,0.4012,0.5897,0.6154,0,conplag,True,True
c03_orig_L2v09,original.java,compared.java,0.6584,1.0,0.7609,1.0,1.0,1,ir_plag,True,True
c03_orig_L5v04,original.java,compared.java,0.5273,0.7661,0.5989,0.7571,1.0,1,ir_plag,True,True
b728ba1d_d04e5afb,b728ba1d.java,d04e5afb.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
884f5678_9862c742,884f5678.java,9862c742.java,0.3806,0.7525,0.4363,0.8778,0.8182,0,conplag,True,True
9ed0ece8_c48673a6,9ed0ece8.java,c48673a6.java,0.3934,0.6806,0.4364,0.8932,0.7273,0,conplag,True,True
28820c82_8637bb90,28820c82.java,8637bb90.java,0.5293,0.6322,0.5447,0.9846,0.6,0,conplag,True,True
4a5b029f_fb05904c,4a5b029f.java,fb05904c.java,0.3951,0.6512,0.4335,0.5446,0.619,0,conplag,True,True
90dc2b20_d8a171a3,90dc2b20.java,d8a171a3.java,0.4561,0.6989,0.4925,0.9935,0.75,0,conplag,True,True
9e7551da_f0e13442,9e7551da.java,f0e13442.java,0.9925,0.9885,0.9919,0.9947,1.0,1,conplag,True,True
c03_orig_np14,original.java,compared.java,0.51,1.0,0.657,0.9257,1.0,0,ir_plag,True,True
3d88acb8_8aadde13,3d88acb8.java,8aadde13.java,0.2975,0.9286,0.3921,0.7809,1.0,1,conplag,True,True
c07_orig_L2v04,original.java,compared.java,0.8937,1.0,0.9256,0.9939,1.0,1,ir_plag,True,True
01c915a2_4e5ee0f7,01c915a2.java,4e5ee0f7.java,0.4197,0.6632,0.4562,0.7485,0.7692,0,conplag,True,True
c01_orig_L4v05,original.java,compared.java,0.5223,0.8917,0.6331,0.8378,1.0,1,ir_plag,True,True
c06_orig_np06,original.java,compared.java,0.9018,1.0,0.9313,1.0,1.0,0,ir_plag,True,True
7011024d_e6b7a899,7011024d.java,e6b7a899.java,0.3215,0.6368,0.3688,0.96,1.0,0,conplag,True,True
c02_orig_np13,original.java,compared.java,0.5978,0.86,0.6765,0.9524,1.0,0,ir_plag,True,True
46bde295_8a858867,46bde295.java,8a858867.java,0.448,0.849,0.5081,0.7918,1.0,1,conplag,True,True
aa266c38_b5fbe7a2,aa266c38.java,b5fbe7a2.java,0.3902,0.5656,0.4165,0.4214,0.5,1,conplag,True,True
1f748faf_851fafb6,1f748faf.java,851fafb6.java,0.3338,0.6153,0.376,0.787,0.6364,0,conplag,True,True
25151980_3b5cec19,25151980.java,3b5cec19.java,0.4039,0.615,0.4356,0.8367,0.5556,0,conplag,True,True
2f8c3bf3_3c667d4f,2f8c3bf3.java,3c667d4f.java,0.7686,0.8926,0.7872,0.8541,0.875,0,conplag,True,True
c03_orig_L5v06,original.java,compared.java,0.5833,0.7825,0.6431,0.789,1.0,1,ir_plag,True,True
4dc0247e_875ed4c8,4dc0247e.java,875ed4c8.java,0.5293,0.8489,0.5773,0.8519,0.8,0,conplag,True,True
c02_orig_L4v02,original.java,compared.java,0.475,0.7357,0.5532,0.5988,1.0,1,ir_plag,True,True
c02_orig_np01,original.java,compared.java,0.9451,0.9917,0.9591,0.9009,1.0,0,ir_plag,True,True
5f3a196a_d76e3b9d,5f3a196a.java,d76e3b9d.java,0.5288,0.6833,0.552,0.8297,0.875,0,conplag,True,True
476e94d3_9310ad0c,476e94d3.java,9310ad0c.java,0.4291,0.7757,0.4811,0.5935,0.7273,0,conplag,True,True
2915ac5b_9b8c6bd7,2915ac5b.java,9b8c6bd7.java,0.6687,0.9273,0.7075,0.9744,1.0,1,conplag,True,True
4201fdf7_93322168,4201fdf7.java,93322168.java,0.3583,0.7447,0.4163,0.9447,1.0,0,conplag,True,True
c03_orig_L4v04,original.java,compared.java,0.4522,0.7828,0.5513,0.7727,1.0,1,ir_plag,True,True
c05_orig_np03,original.java,compared.java,0.4803,0.9302,0.6153,0.8359,1.0,0,ir_plag,True,True
38129877_7493a104,38129877.java,7493a104.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
51019113_bf85ab7b,51019113.java,bf85ab7b.java,0.3562,0.6958,0.4071,0.818,0.7,0,conplag,True,True
4e28b45e_fc1771af,4e28b45e.java,fc1771af.java,0.4006,0.7101,0.447,0.7879,1.0,0,conplag,True,True
089b7f00_fb20d298,089b7f00.java,fb20d298.java,0.4175,0.8822,0.4872,0.9138,0.875,1,conplag,True,True
0df4050e_d9199dfd,0df4050e.java,d9199dfd.java,0.3952,0.8855,0.4687,0.9193,0.8182,1,conplag,True,True
55ab9b5d_ae4d5b49,55ab9b5d.java,ae4d5b49.java,0.3701,0.7919,0.4334,0.9663,0.8,0,conplag,True,True
c01_orig_L6v06,original.java,compared.java,0.5223,0.8917,0.6331,0.8378,1.0,1,ir_plag,True,True
2c7a0000_4201fdf7,2c7a0000.java,4201fdf7.java,0.4149,0.9327,0.4926,0.9341,1.0,1,conplag,True,True
29cf2e70_72d9eb5b,29cf2e70.java,72d9eb5b.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
26e699de_e99c14b9,26e699de.java,e99c14b9.java,0.4879,0.862,0.544,0.9612,0.8182,0,conplag,True,True
0951d079_71a4f6d2,0951d079.java,71a4f6d2.java,0.2834,0.8457,0.3677,0.8923,0.9,1,conplag,True,True
8a39dbf5_ff3283cf,8a39dbf5.java,ff3283cf.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
2bda1866_e4ab72e5,2bda1866.java,e4ab72e5.java,0.4294,0.5369,0.4455,0.4669,0.55,0,conplag,True,True
317a209c_3e6def38,317a209c.java,3e6def38.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
c06_orig_L2v06,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
9291ca83_d61f51c5,9291ca83.java,d61f51c5.java,0.5376,0.7147,0.5641,0.9207,0.8,0,conplag,True,True
c02_orig_L3v09,original.java,compared.java,0.7712,0.95,0.8248,0.9259,1.0,1,ir_plag,True,True
5a81e159_d82fa7e3,5a81e159.java,d82fa7e3.java,0.5061,0.6178,0.5229,0.9652,0.6364,0,conplag,True,True
38601291_3bcd2014,38601291.java,3bcd2014.java,0.4548,0.7848,0.5043,0.8539,0.9,0,conplag,True,True
d9199dfd_ff1fc018,d9199dfd.java,ff1fc018.java,0.3879,0.7741,0.4458,0.8854,0.9091,0,conplag,True,True
c03_orig_L1v01,original.java,compared.java,1.0,0.935,0.9805,0.959,1.0,1,ir_plag,True,True
c01_orig_L4v04,original.java,compared.java,0.5816,0.7417,0.6296,0.775,1.0,1,ir_plag,True,True
3951966f_9bc690ef,3951966f.java,9bc690ef.java,0.465,0.7655,0.5101,0.9116,0.7778,0,conplag,True,True
c05_orig_L2v02,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c4ca2ff3_d83f74f7,c4ca2ff3.java,d83f74f7.java,0.4848,0.5728,0.498,0.7452,0.8889,0,conplag,True,True
3afcc566_fcc7e8fa,3afcc566.java,fcc7e8fa.java,0.3578,0.7641,0.4188,0.9923,0.8182,0,conplag,True,True
00af3420_5449d33c,00af3420.java,5449d33c.java,0.5065,0.8184,0.5533,0.8472,1.0,0,conplag,True,True
8be61667_ca3128ab,8be61667.java,ca3128ab.java,0.4424,0.8573,0.5046,0.772,0.8571,0,conplag,True,True
0951d079_0ecf356d,0951d079.java,0ecf356d.java,0.4557,0.9857,0.5352,0.9387,1.0,1,conplag,True,True
c02_orig_L2v07,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c04_orig_np05,original.java,compared.java,0.2941,0.825,0.4534,0.7333,0.6667,0,ir_plag,True,True
c01_orig_L3v03,original.java,compared.java,0.993,1.0,0.9951,0.9839,1.0,1,ir_plag,True,True
8782922d_f5f97f19,8782922d.java,f5f97f19.java,0.3971,0.504,0.4132,0.3748,0.4737,0,conplag,True,True
3380fa52_48993e07,3380fa52.java,48993e07.java,0.3506,0.727,0.4071,0.7514,0.75,1,conplag,True,True
c01_orig_L2v02,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
80881cae_ad4c7a20,80881cae.java,ad4c7a20.java,0.4223,0.8723,0.4898,0.8242,1.0,1,conplag,True,True
3380fa52_f28b8cb4,3380fa52.java,f28b8cb4.java,0.3552,0.7779,0.4186,0.9473,1.0,1,conplag,True,True
c01_orig_np11,original.java,compared.java,0.4624,0.6725,0.5255,0.6774,0.5,0,ir_plag,True,True
51d88c51_c2b7b017,51d88c51.java,c2b7b017.java,0.4601,0.9201,0.5291,0.8584,0.875,1,conplag,True,True
c01_orig_np06,original.java,compared.java,0.4624,0.6725,0.5255,0.6774,0.5,0,ir_plag,True,True
3d06b643_930dd1f1,3d06b643.java,930dd1f1.java,0.4686,0.5277,0.4775,0.6092,0.5,0,conplag,True,True
927384f2_d4779c71,927384f2.java,d4779c71.java,0.3938,0.6913,0.4384,0.9628,0.6154,0,conplag,True,True
c05_orig_L4v04,original.java,compared.java,0.4751,0.925,0.61,0.9346,1.0,1,ir_plag,True,True
c02_orig_L2v03,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
6d55e68b_d8a171a3,6d55e68b.java,d8a171a3.java,0.3765,0.6856,0.4229,0.6067,0.5455,0,conplag,True,True
00c0b82a_1ea771ea,00c0b82a.java,1ea771ea.java,0.3199,0.8457,0.3988,0.9176,0.8889,0,conplag,True,True
5b9a0551_db1ef8b3,5b9a0551.java,db1ef8b3.java,0.4484,0.6473,0.4783,0.9073,0.8333,0,conplag,True,True
01c915a2_480de7be,01c915a2.java,480de7be.java,0.3992,0.6506,0.4369,0.7566,0.5652,0,conplag,True,True
45b19e51_f9adc043,45b19e51.java,f9adc043.java,0.5081,0.7513,0.5446,0.875,0.75,0,conplag,True,True
c07_orig_L1v07,original.java,compared.java,1.0,0.9274,0.9782,0.9647,1.0,1,ir_plag,True,True
2db37cb1_875ed4c8,2db37cb1.java,875ed4c8.java,0.5095,0.7157,0.5404,0.9102,0.8333,0,conplag,True,True
c04_orig_L3v07,original.java,compared.java,0.6397,0.95,0.7328,0.9706,1.0,1,ir_plag,True,True
4552d8a0_ec4c7e8e,4552d8a0.java,ec4c7e8e.java,0.3941,0.8378,0.4606,0.9736,0.7692,0,conplag,True,True
c04_orig_L2v09,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
a0b406e6_c9b4bb51,a0b406e6.java,c9b4bb51.java,0.4855,0.7188,0.5205,0.8488,0.75,0,conplag,True,True
6f02c6d9_d3a96420,6f02c6d9.java,d3a96420.java,0.4341,0.8944,0.5031,0.9278,0.9091,0,conplag,True,True
949502c2_9fc811f7,949502c2.java,9fc811f7.java,0.5303,0.8352,0.5761,0.8817,0.875,1,conplag,True,True
10584086_f229aa7f,10584086.java,f229aa7f.java,0.4281,0.7725,0.4797,0.9567,1.0,0,conplag,True,True
c9159d9c_d3a96420,c9159d9c.java,d3a96420.java,0.508,0.869,0.5622,0.8456,0.9167,0,conplag,True,True
8639f6c6_e18ae6a1,8639f6c6.java,e18ae6a1.java,0.3689,0.7875,0.4317,0.9836,0.75,0,conplag,True,True
c04_orig_L5v02,original.java,compared.java,0.6395,0.8875,0.7139,0.7416,1.0,1,ir_plag,True,True
c07_orig_L4v04,original.java,compared.java,0.5186,0.8507,0.6182,0.8283,1.0,1,ir_plag,True,True
3e6def38_e7dce35b,3e6def38.java,e7dce35b.java,0.5609,0.9275,0.6159,0.878,1.0,1,conplag,True,True
11c2ab99_e6a6e318,11c2ab99.java,e6a6e318.java,0.3671,0.9388,0.4529,0.9722,1.0,1,conplag,True,True
ca3128ab_e270e909,ca3128ab.java,e270e909.java,0.4323,0.7931,0.4864,0.847,0.8333,0,conplag,True,True
141effef_9cea10af,141effef.java,9cea10af.java,0.4216,0.7253,0.4672,0.6527,0.7778,0,conplag,True,True
26e699de_f229aa7f,26e699de.java,f229aa7f.java,0.3821,0.835,0.45,0.9288,0.8182,0,conplag,True,True
9862c742_d9199dfd,9862c742.java,d9199dfd.java,0.3883,0.9256,0.4689,0.8229,1.0,0,conplag,True,True
aa4b840f_e99c14b9,aa4b840f.java,e99c14b9.java,0.5243,0.7476,0.5578,0.7984,0.7778,0,conplag,True,True
c02_orig_L5v04,original.java,compared.java,0.5392,0.8502,0.6325,0.9009,1.0,1,ir_plag,True,True
c07_orig_L4v07,original.java,compared.java,0.7881,0.8125,0.7955,0.9268,1.0,1,ir_plag,True,True
8f6421f3_ea2fc2bc,8f6421f3.java,ea2fc2bc.java,0.4197,0.8925,0.4906,0.9292,1.0,1,conplag,True,True
