folder,file1,file2,es_plagio,dataset,tfidf_normalized,ast_structure,method_signatures,sequence_normalized,combined_score
54d7c21e_ad4c7a20,54d7c21e.java,ad4c7a20.java,1,conplag,0.7746514625911959,0.8260869565217391,0.3333333333333333,0.48139130434782607,0.6578294611822808
c02_orig_L5v08,original.java,compared.java,1,ir_plag,0.6030410693832272,0.6306306306306306,0.3333333333333333,0.39764936336924583,0.5265676346453723
c06_orig_np15,original.java,compared.java,0,ir_plag,0.9582417207175592,0.8468468468468469,1.0,0.6699346405228758,0.8899288523836312
c06_orig_L4v04,original.java,compared.java,1,ir_plag,0.5862597735706151,0.6956521739130435,0.5,0.4563106796116505,0.5823331748653758
00af3420_d92c5342,00af3420.java,d92c5342.java,0,conplag,0.7934124499807068,0.7859237536656891,1.0,0.33168044077134984,0.7632235497086566
9069684f_fffc11ee,9069684f.java,fffc11ee.java,0,conplag,0.37387412589210167,0.5368289637952559,0.6,0.18601721604031074,0.4398072156068589
3850468c_403e3270,3850468c.java,403e3270.java,0,conplag,0.0,0.6509433962264151,0.3333333333333333,0.37328453796889294,0.3179423662299251
c03_orig_L1v04,original.java,compared.java,1,ir_plag,0.9972614798252438,1.0,1.0,0.9865269461077845,0.997020559855003
853acff9_929b98f0,853acff9.java,929b98f0.java,0,conplag,0.41657325873636725,0.465625,0.25,0.11895464103334334,0.35333133671273004
4323e2bd_ebd8ff55,4323e2bd.java,ebd8ff55.java,0,conplag,0.36145509080098215,0.5464684014869888,0.25,0.0761068422978412,0.35186582857111653
3368f340_a8f7c8b7,3368f340.java,a8f7c8b7.java,1,conplag,0.0,0.8169761273209549,1.0,0.4445676274944568,0.511777982320455
608ee4fb_be7b6026,608ee4fb.java,be7b6026.java,0,conplag,0.0,0.49411764705882355,0.5,0.1351039260969977,0.2685008830321967
4a570de6_6c4ac8d3,4a570de6.java,6c4ac8d3.java,0,conplag,0.7009566063796303,0.577639751552795,0.5,0.20230105465004794,0.5489718958962162
08cf0478_0f14b12d,08cf0478.java,0f14b12d.java,0,conplag,0.7022449208494405,0.5277777777777778,0.5,0.21089494163424125,0.5357532968757736
c06_orig_L6v03,original.java,compared.java,1,ir_plag,0.808135124963936,0.8305084745762712,0.5,0.6619915848527349,0.7312985738381691
49e94e7e_f3d7ce08,49e94e7e.java,f3d7ce08.java,0,conplag,0.594185309895278,0.7861271676300579,1.0,0.18665464382326422,0.6718012053258543
9f354c5c_a6532df9,9f354c5c.java,a6532df9.java,0,conplag,0.0,0.49363057324840764,0.25,0.11065088757396449,0.21468680511061697
04df7bb8_aaccc000,04df7bb8.java,aaccc000.java,1,conplag,0.0,0.7605633802816901,1.0,0.1602086438152012,0.45220031065678723
c9da41af_f59d9b6e,c9da41af.java,f59d9b6e.java,1,conplag,0.0,0.6813559322033899,0.6666666666666666,0.10579664238200824,0.35360960935165153
4548305b_be3b1289,4548305b.java,be3b1289.java,1,conplag,0.5991470936689711,0.6894865525672371,0.25,0.22292705029451745,0.4999865060984886
c02_orig_L3v03,original.java,compared.java,1,ir_plag,0.45982644487429886,0.66,1.0,0.6104328523862376,0.6505041835639402
c01_orig_L2v03,original.java,compared.java,1,ir_plag,1.0000000000000004,0.975609756097561,1.0,0.2943396226415094,0.8868338702254948
8c591975_b6724dd9,8c591975.java,b6724dd9.java,0,conplag,0.3156325805816618,0.591792656587473,0.5,0.08478605388272584,0.4007271082622324
80881cae_a7e7f371,80881cae.java,a7e7f371.java,1,conplag,0.8098417131426154,0.9281045751633987,0.5,0.7132471728594507,0.7688630480778527
4da08761_6f393cfe,4da08761.java,6f393cfe.java,0,conplag,0.0,0.6387225548902196,0.3333333333333333,0.10101010101010101,0.27343494828524767
11373c16_d8e4eb5e,11373c16.java,d8e4eb5e.java,0,conplag,0.5756799890281505,0.5995717344753747,1.0,0.2199630314232902,0.6143539712159587
c02_orig_L1v03,original.java,compared.java,1,ir_plag,1.0000000000000002,1.0,1.0,1.0,1.0
c04_orig_L4v05,original.java,compared.java,1,ir_plag,0.4947198726079155,0.6086956521739131,0.5,0.5360134003350083,0.5361626611151956
26e699de_3dd65549,26e699de.java,3dd65549.java,0,conplag,0.6768608923439051,0.6332288401253918,1.0,0.31261101243339257,0.6737616162229931
4ea10951_7c11511f,4ea10951.java,7c11511f.java,0,conplag,0.403756517555477,0.5721518987341773,0.25,0.14331210191082802,0.3844571660512943
22b41936_45f5632f,22b41936.java,45f5632f.java,0,conplag,0.41762551394627095,0.4343065693430657,0.3333333333333333,0.12213740458015267,0.3614481780378041
c01_orig_L2v01,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
c01_orig_L5v05,original.java,compared.java,1,ir_plag,0.6267750568669792,0.6666666666666666,0.5,0.5213675213675214,0.5975763981085709
0d4d22e0_f898cee0,0d4d22e0.java,f898cee0.java,0,conplag,0.0,0.47531270572745227,0.6666666666666666,0.09617071031862029,0.2903527515993621
22b41936_8f855b99,22b41936.java,8f855b99.java,0,conplag,0.6239642742754111,0.4594594594594595,0.6666666666666666,0.07335778592864288,0.5005623350568614
550335a3_6d7d5dd7,550335a3.java,6d7d5dd7.java,0,conplag,0.0,0.6611295681063123,0.3333333333333333,0.1285965942454492,0.2842950262353777
c06_orig_L6v05,original.java,compared.java,1,ir_plag,0.5789292003313423,0.7777777777777778,0.5,0.45714285714285713,0.6045299820207317
60557643_948e98b6,60557643.java,948e98b6.java,0,conplag,0.0,0.565121412803532,0.5,0.0506454816285998,0.27713324608534956
c07_orig_L2v06,original.java,compared.java,1,ir_plag,0.9217585906350511,0.9824561403508771,1.0,0.9672131147540983,0.9624343160406457
3a12e509_6de04ee2,3a12e509.java,6de04ee2.java,0,conplag,0.0,0.6964285714285714,0.5,0.1794871794871795,0.3358516483516483
e1c4f3db_e81b2d16,e1c4f3db.java,e81b2d16.java,1,conplag,0.6673295226435149,0.5352112676056338,0.3333333333333333,0.11316975463194792,0.4777708430683792
0fdc80c5_28c2d81a,0fdc80c5.java,28c2d81a.java,1,conplag,0.8100401056949407,0.8224852071005917,1.0,0.6564299424184261,0.8287240904861706
1c8bb204_4b7646f4,1c8bb204.java,4b7646f4.java,1,conplag,1.0000000000000002,1.0,1.0,1.0,1.0
1ea771ea_b9219544,1ea771ea.java,b9219544.java,0,conplag,0.6500821923321047,0.5773672055427251,0.5,0.16297010607521698,0.5251844448903367
2da4b3fe_f4b87cc2,2da4b3fe.java,f4b87cc2.java,0,conplag,0.5409780216852123,0.6459627329192547,0.5,0.22335495829471733,0.5166343712098083
464a03b8_c9159d9c,464a03b8.java,c9159d9c.java,0,conplag,0.8158690602182596,0.6649214659685864,1.0,0.44929116684841874,0.7524242858942296
c05_orig_L3v03,original.java,compared.java,1,ir_plag,1.0000000000000002,0.94,1.0,0.7634408602150538,0.9465161290322581
c03_orig_np02,original.java,compared.java,0,ir_plag,0.7855884406219238,0.9032258064516129,1.0,0.6347826086956522,0.841141087457505
17e67976_656b62de,17e67976.java,656b62de.java,0,conplag,0.7557458185556883,0.5295404814004376,0.2,0.20671609245529873,0.494380594782917
ba468e1f_ff34fab2,ba468e1f.java,ff34fab2.java,0,conplag,0.6422245743711087,0.547945205479452,0.5,0.15438290449193195,0.5123195983475134
c03_orig_np05,original.java,compared.java,0,ir_plag,0.7978179995968222,0.8369565217391305,1.0,0.5670553935860059,0.8153815654185277
c05_orig_np07,original.java,compared.java,0,ir_plag,0.9653395662513817,0.7474747474747475,1.0,0.7635869565217391,0.8766493159086687
6255ee79_ac8ef97c,6255ee79.java,ac8ef97c.java,0,conplag,0.0,0.5201238390092879,0.3333333333333333,0.15639097744360902,0.2461624649859944
c06_orig_L6v04,original.java,compared.java,1,ir_plag,0.5822950306309865,0.5303030303030303,0.5,0.2915173237753883,0.5066217683780626
35bb6075_42fe7dd0,35bb6075.java,42fe7dd0.java,0,conplag,0.7024077867318885,0.6869806094182825,0.5,0.20429483459082995,0.5825811333702703
0f14b12d_7d12d33c,0f14b12d.java,7d12d33c.java,1,conplag,0.9234675057302323,0.8695652173913043,1.0,0.8132512459689241,0.9060708791183111
0d11fb94_8c79c384,0d11fb94.java,8c79c384.java,0,conplag,0.33588219490872173,0.6401869158878505,0.25,0.1954305799648506,0.3889294299791353
25597bcb_5fcbdd19,25597bcb.java,5fcbdd19.java,0,conplag,0.0,0.5763358778625954,0.5,0.11952406706327745,0.29082937341827025
c07_orig_L3v01,original.java,compared.java,1,ir_plag,0.7831227444445222,0.6198830409356725,1.0,0.1657559198542805,0.6849212608144265
2120328e_52cd85f2,2120328e.java,52cd85f2.java,0,conplag,0.0,0.5545722713864307,0.375,0.0908713692946058,0.2550023868101201
c07_orig_L6v05,original.java,compared.java,1,ir_plag,0.4440325026361254,0.5454545454545454,1.0,0.17647058823529413,0.5455183277943016
646b3abc_8261bd1c,646b3abc.java,8261bd1c.java,0,conplag,0.5046114609111723,0.5162200282087447,0.2,0.0668859649122807,0.38151291451837577
1adac634_ee0bc145,1adac634.java,ee0bc145.java,0,conplag,0.37480571714113764,0.583710407239819,0.5,0.16203879802206161,0.4306009428746531
5288afb7_df594a00,5288afb7.java,df594a00.java,0,conplag,0.0,0.6843100189035917,1.0,0.32488822652757077,0.4540262396502131
317a209c_9ab3c0e1,317a209c.java,9ab3c0e1.java,1,conplag,0.731915374602042,0.8401585204755614,1.0,0.43994943109987356,0.7742103519183641
a60fba84_c695a974,a60fba84.java,c695a974.java,0,conplag,0.41240087185358976,0.5887445887445888,0.3333333333333333,0.1382567625590382,0.4083688628226554
c05_orig_L3v06,original.java,compared.java,1,ir_plag,0.9042177442792315,0.8932038834951457,1.0,0.9023746701846965,0.919793576073979
29210e56_c4cdd3af,29210e56.java,c4cdd3af.java,0,conplag,0.3920584933112374,0.46408839779005523,0.2,0.16379859783301465,0.34101678167090194
8f30bfc3_af1b152e,8f30bfc3.java,af1b152e.java,1,conplag,0.0,1.0,1.0,1.0,0.65
169e34bf_609af028,169e34bf.java,609af028.java,0,conplag,0.7257120008200696,0.6318681318681318,0.5,0.2698744769874477,0.5840408113955811
63118334_c392efe7,63118334.java,c392efe7.java,0,conplag,0.5891085616372014,0.5451851851851852,0.3333333333333333,0.11164364251480124,0.45315676517246284
161b4a40_da5cf40b,161b4a40.java,da5cf40b.java,0,conplag,0.42324643986295807,0.6710816777041942,0.25,0.20570948782535683,0.4303171804370971
c07_orig_L5v05,original.java,compared.java,1,ir_plag,0.4440325026361254,0.59375,1.0,0.18616144975288304,0.5614605933855764
120878da_ac180326,120878da.java,ac180326.java,0,conplag,0.528316993233786,0.5469613259668509,0.3333333333333333,0.1688888888888889,0.44099934542188035
0d11fb94_f9e08a46,0d11fb94.java,f9e08a46.java,0,conplag,0.4520751372997356,0.5354330708661418,0.3333333333333333,0.1746307558644657,0.4117174993610864
81fb6415_fb69b3b4,81fb6415.java,fb69b3b4.java,0,conplag,0.8370391715559047,0.6559633027522935,0.3333333333333333,0.28618421052631576,0.5993469991158688
c01_orig_np05,original.java,compared.java,0,ir_plag,0.7059468736585234,0.5128205128205128,1.0,0.5793450881612091,0.6878293228508183
c04_orig_np09,original.java,compared.java,0,ir_plag,0.6075123569566531,0.7796610169491526,1.0,0.7775280898876404,0.7631568435027204
1f257299_76b978c2,1f257299.java,76b978c2.java,0,conplag,0.5952140198372404,0.5785123966942148,1.0,0.3760217983651226,0.638281895706067
c07_orig_L3v08,original.java,compared.java,1,ir_plag,0.7803040060363082,0.9529411764705882,1.0,0.5807033363390441,0.8460942555047409
24b20554_43b10dec,24b20554.java,43b10dec.java,1,conplag,0.0,0.842809364548495,0.5,0.19351291918636612,0.38186974724250344
45f46b14_7b162d33,45f46b14.java,7b162d33.java,1,conplag,0.0,0.9019607843137255,1.0,0.7183098591549296,0.578334714167357
b7de5c19_c022c315,b7de5c19.java,c022c315.java,0,conplag,0.7169626150732079,0.5417376490630323,0.25,0.2324359816152331,0.49832360723681735
b7de5c19_ee65f7f5,b7de5c19.java,ee65f7f5.java,0,conplag,0.34992421232794796,0.594059405940594,0.3333333333333333,0.14793650793650795,0.38954843895410285
929b98f0_bf85ab7b,929b98f0.java,bf85ab7b.java,0,conplag,0.0,0.45897079276773295,0.2,0.10703205791106515,0.19374604651697966
c06_orig_L3v03,original.java,compared.java,1,ir_plag,1.0000000000000002,1.0,1.0,0.9983948635634029,0.9997592295345106
c05_orig_L1v03,original.java,compared.java,1,ir_plag,1.0000000000000002,1.0,1.0,1.0,1.0
c06_orig_L2v05,original.java,compared.java,1,ir_plag,0.892795331449009,0.9380530973451328,1.0,0.8147058823529412,0.916100177563634
16857116_6e207cbf,16857116.java,6e207cbf.java,0,conplag,0.7497656080061502,0.68,1.0,0.2030798845043311,0.6968799454778023
28d8c381_417833c3,28d8c381.java,417833c3.java,0,conplag,0.4191518642946596,0.4452423698384201,0.2,0.10663435322629507,0.33627101643860113
1c90c367_f0801d53,1c90c367.java,f0801d53.java,1,conplag,0.6079329046188807,0.6649874055415617,1.0,0.2966775854000936,0.6567743760890907
c01_orig_np01,original.java,compared.java,0,ir_plag,0.7059468736585234,0.5128205128205128,1.0,0.531328320802005,0.6806268077469377
c05_orig_L4v06,original.java,compared.java,1,ir_plag,0.4446970385374684,0.8210526315789474,0.5,0.7134328358208956,0.6089746783349325
c02_orig_np08,original.java,compared.java,0,ir_plag,0.9450736063360057,0.9574468085106383,1.0,0.93935790725327,0.958913490858784
7d7cf9a7_e45446bc,7d7cf9a7.java,e45446bc.java,0,conplag,0.0,0.5938242280285035,0.5,0.28493894165535955,0.320888109656855
c03_orig_L6v07,original.java,compared.java,1,ir_plag,0.824040617809294,0.6288659793814433,0.5,0.3362357669122572,0.6275093750845244
73f1c5f5_da0b7cb2,73f1c5f5.java,da0b7cb2.java,0,conplag,0.5494101281730728,0.5052264808362369,0.25,0.1275187969924812,0.4129893086603187
21123500_fbd26aa0,21123500.java,fbd26aa0.java,1,conplag,1.0,1.0,1.0,1.0,0.9999999999999999
1b372750_fdd41565,1b372750.java,fdd41565.java,1,conplag,0.43273375274023596,0.6021505376344086,0.3333333333333333,0.08175858079444659,0.4110324285352388
4da08761_c4ca2ff3,4da08761.java,c4ca2ff3.java,1,conplag,0.5576178802909817,0.7609561752988048,0.3333333333333333,0.09963250306247448,0.5050646528175228
46e9aed4_8ddb5587,46e9aed4.java,8ddb5587.java,0,conplag,0.5574350995806454,0.7286821705426356,0.5,0.27002967359050445,0.5542113870545923
35eb27da_64ce7b1e,35eb27da.java,64ce7b1e.java,0,conplag,0.7410021349845426,0.528957528957529,1.0,0.31499051233396586,0.6652865827819435
884f5678_cf27732e,884f5678.java,cf27732e.java,0,conplag,0.6159392129515332,0.6650717703349283,0.5,0.285972850678733,0.557996183235325
55ab9b5d_c6113c06,55ab9b5d.java,c6113c06.java,1,conplag,0.0,0.9077306733167082,1.0,0.698624056813138,0.5771128105169832
927384f2_b2bae06a,927384f2.java,b2bae06a.java,1,conplag,0.7257514521656646,0.8565022421524664,0.3333333333333333,0.4972288202692003,0.6522146706107692
c05_orig_L3v09,original.java,compared.java,1,ir_plag,0.9211310809686782,0.8301886792452831,1.0,0.7845744680851063,0.8891386523253882
9028caf7_a4e39423,9028caf7.java,a4e39423.java,0,conplag,0.5811966730792099,0.6469428007889546,0.5,0.29549980087614497,0.5418266459458316
5289e80a_d82fa7e3,5289e80a.java,d82fa7e3.java,0,conplag,0.4454752031415926,0.4557823129251701,0.2,0.12119347892956013,0.3508300368165425
c06_orig_L6v06,original.java,compared.java,1,ir_plag,0.5249403924101171,0.588957055214724,0.5,0.3413111342351717,0.5116129240432339
c03_orig_L4v08,original.java,compared.java,1,ir_plag,0.818750092885451,0.8804347826086957,0.3333333333333333,0.5440210249671484,0.6989627877042555
35bb6075_ed728769,35bb6075.java,ed728769.java,0,conplag,0.5734927237994183,0.72,0.5,0.24395727937043282,0.5533160452353613
69b2fd22_e6b7a899,69b2fd22.java,e6b7a899.java,0,conplag,0.7794908686157754,0.6536796536796536,1.0,0.3619990995047276,0.7232255650451267
c05_orig_np11,original.java,compared.java,0,ir_plag,0.7528328013455997,0.5283018867924528,1.0,0.5153764581124072,0.6992885152255569
624b8db5_eacc407e,624b8db5.java,eacc407e.java,0,conplag,0.6465793648026296,0.6142034548944337,0.25,0.22503617945007237,0.49431924106676134
29cb9b0e_d3da65ff,29cb9b0e.java,d3da65ff.java,1,conplag,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999
c04_orig_L5v03,original.java,compared.java,1,ir_plag,0.45439934153523476,0.7837837837837838,0.5,0.7677100494233937,0.6093314120859763
c01_orig_L3v06,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
2695ce73_ac8acb97,2695ce73.java,ac8acb97.java,1,conplag,0.8117410282102021,0.7822878228782287,1.0,0.18073188946975355,0.7459054901575024
90dc2b20_f229aa7f,90dc2b20.java,f229aa7f.java,0,conplag,0.5846798413513706,0.6875,1.0,0.1840277777777778,0.6384921111396464
eea69e7f_f6ca6fc8,eea69e7f.java,f6ca6fc8.java,0,conplag,0.81587812403189,0.7175141242937854,0.5,0.2572665429808287,0.6394015621464214
372a4f50_e435b1ac,372a4f50.java,e435b1ac.java,0,conplag,0.0,0.5831702544031311,0.5,0.3299474605954466,0.3244431954102563
c05_orig_L4v03,original.java,compared.java,1,ir_plag,0.4522563078439698,0.8247422680412371,0.5,0.45544554455445546,0.5740292198409289
c06_orig_L1v04,original.java,compared.java,1,ir_plag,0.9728462228214605,0.991304347826087,1.0,0.9607535321821036,0.9820005121626528
132281e9_f415c0bf,132281e9.java,f415c0bf.java,1,conplag,0.0,0.9,1.0,0.5165226232841891,0.5474783934926284
0e87b87f_6369a7a2,0e87b87f.java,6369a7a2.java,0,conplag,0.04295779830674204,0.6587193460490464,0.3333333333333333,0.10406258836836649,0.29492708814399526
c01_orig_L3v05,original.java,compared.java,1,ir_plag,0.6294254992744224,0.6818181818181818,1.0,0.3603238866396761,0.6788929622874538
c06_orig_L3v06,original.java,compared.java,1,ir_plag,0.9718941883008728,0.9230769230769231,1.0,0.918918918918919,0.9549238806662202
c02_orig_L6v02,original.java,compared.java,1,ir_plag,0.42355568742121225,0.5039370078740157,0.3333333333333333,0.34088848594741616,0.4172255325184081
73f57af1_ac8ef97c,73f57af1.java,ac8ef97c.java,0,conplag,0.0,0.6050156739811913,0.2,0.14688249400479617,0.24353707629507682
c07_orig_L6v01,original.java,compared.java,1,ir_plag,0.6718445524579054,0.5698324022346368,1.0,0.21140939597315436,0.6378067234266311
7279bcb3_cfba313d,7279bcb3.java,cfba313d.java,1,conplag,0.5313064760374314,0.7654784240150094,0.25,0.088055442315532,0.4788091101649336
a5d5a95f_c4ca2ff3,a5d5a95f.java,c4ca2ff3.java,0,conplag,0.9016859480584994,0.7755102040816326,1.0,0.25749559082892415,0.7868674816693032
1500a4fa_d7a8434f,1500a4fa.java,d7a8434f.java,0,conplag,0.7303102930078839,0.6266318537859008,1.0,0.3497615262321145,0.6960623876233467
2b7b2d45_a0b406e6,2b7b2d45.java,a0b406e6.java,1,conplag,0.49960471601831585,0.7933333333333333,0.5,0.3447845096814491,0.5645793270586279
c02_orig_L5v03,original.java,compared.java,1,ir_plag,0.4579317999425887,0.6407766990291263,0.5,0.491005291005291,0.5261599333394376
c06_orig_L5v01,original.java,compared.java,1,ir_plag,0.7495211909712599,0.5546218487394958,0.5,0.2813793103448276,0.5709258680135139
72d4d693_ad2a1ae2,72d4d693.java,ad2a1ae2.java,0,conplag,0.8271773201303461,0.745945945945946,1.0,0.052471018913971934,0.7211664986665007
c287ea9d_d2901569,c287ea9d.java,d2901569.java,0,conplag,0.579895599902202,0.6679920477137177,0.3333333333333333,0.13506012950971322,0.4902867603730096
c02_orig_np03,original.java,compared.java,0,ir_plag,0.9913702598048414,1.0,1.0,0.9679715302491103,0.9921753204690609
4e5ee0f7_d6fb3b9e,4e5ee0f7.java,d6fb3b9e.java,0,conplag,0.47196917328627763,0.6523809523809524,0.3333333333333333,0.2071811803549319,0.45864734008438923
1162c08f_734a94be,1162c08f.java,734a94be.java,1,conplag,0.7610083696135939,0.835820895522388,1.0,0.21872863978127136,0.749908493988665
0588b869_11373c16,0588b869.java,11373c16.java,0,conplag,0.7473762139613412,0.6005089058524173,1.0,0.35274725274725277,0.6946464345542825
c04_orig_L6v09,original.java,compared.java,1,ir_plag,0.46296895691854445,0.5352112676056338,0.5,0.5511551155115512,0.5052757825299133
c05_orig_np09,original.java,compared.java,0,ir_plag,0.782434121264952,0.62,1.0,0.5445161290322581,0.7415293617975719
c73cd266_d2eb953e,c73cd266.java,d2eb953e.java,0,conplag,0.0,0.6044142614601019,0.5,0.09392821200939282,0.2954135102394395
c04_orig_L1v07,original.java,compared.java,1,ir_plag,1.0,1.0,1.0,1.0,0.9999999999999999
6bcc5afd_cb87df79,6bcc5afd.java,cb87df79.java,1,conplag,0.7205030414870911,0.9235474006116208,1.0,0.736998514115899,0.839790061821353
29cf2e70_2f4509a0,29cf2e70.java,2f4509a0.java,1,conplag,0.0,0.7448680351906158,0.5,0.24485488126649077,0.36018864274715834
e185bce5_f3d7ce08,e185bce5.java,f3d7ce08.java,0,conplag,0.0,0.7282051282051282,1.0,0.37783595113438045,0.47513693113169553
c04_orig_L1v09,original.java,compared.java,1,ir_plag,1.0,1.0,1.0,1.0,0.9999999999999999
169e34bf_ba468e1f,169e34bf.java,ba468e1f.java,0,conplag,0.7671649271265355,0.7325581395348837,0.5,0.2808927599346761,0.6304090803449539
9fc811f7_cff39394,9fc811f7.java,cff39394.java,1,conplag,0.6758745224600928,0.7364341085271318,0.25,0.1796875,0.534439440419172
c06_orig_L2v07,original.java,compared.java,1,ir_plag,0.9702197422265285,0.954954954954955,1.0,0.9252782193958664,0.9648551291751515
3951966f_b842cf12,3951966f.java,b842cf12.java,0,conplag,0.0,0.42035398230088494,0.25,0.13144240747146316,0.19582255581098496
0ee2f8f1_c2b7b017,0ee2f8f1.java,c2b7b017.java,1,conplag,0.8855978348486072,0.819047619047619,1.0,0.4332988624612203,0.8206683572804813
c07_orig_L4v08,original.java,compared.java,1,ir_plag,0.6380235004989161,0.8536585365853658,0.5,0.3850687622789784,0.6371661004920772
c05_orig_L4v08,original.java,compared.java,1,ir_plag,0.5074502906191817,0.7472527472527473,0.5,0.6235294117647059,0.5953128376572436
40cc90ae_9399204d,40cc90ae.java,9399204d.java,0,conplag,0.6945368637033009,0.5611015490533563,0.25,0.15618353084168946,0.4848458966384156
c06_orig_np10,original.java,compared.java,0,ir_plag,0.9702197422265285,0.954954954954955,1.0,0.7623762376237624,0.9404198319093359
3dd65549_90dc2b20,3dd65549.java,90dc2b20.java,0,conplag,0.6070099450975861,0.7087087087087087,1.0,0.14442518775274407,0.6467298715596794
317a209c_548ffb07,317a209c.java,548ffb07.java,1,conplag,0.8241496739463481,0.9346991037131882,1.0,0.6775645581615731,0.8704968007194142
c02_orig_L6v09,original.java,compared.java,1,ir_plag,0.6584812131702134,0.6019417475728155,0.5,0.6928799149840595,0.6149829361290282
3b498a39_e6b7a899,3b498a39.java,e6b7a899.java,0,conplag,0.28565620134397396,0.6003824091778203,0.25,0.18891855807743657,0.35843217693535245
4da08761_d6fb3b9e,4da08761.java,d6fb3b9e.java,0,conplag,0.5816478912368483,0.6004228329809725,0.25,0.18636003172085647,0.4616576165853172
bf0df1d5_d1cd194e,bf0df1d5.java,d1cd194e.java,0,conplag,0.8687502489238189,0.7540106951871658,1.0,0.4330458465728552,0.7952226726654146
c01_orig_L1v01,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
c02_orig_np12,original.java,compared.java,0,ir_plag,0.988545336978609,1.0,1.0,0.9760191846522782,0.9923937456403549
7d9b95c0_9d33ca79,7d9b95c0.java,9d33ca79.java,0,conplag,0.0,0.5522620904836193,0.5,0.14986930002904444,0.28815902214944245
6f02c6d9_c9159d9c,6f02c6d9.java,c9159d9c.java,0,conplag,0.6342297007379857,0.6564885496183206,1.0,0.08969465648854962,0.6323811586170737
6de04ee2_d9199dfd,6de04ee2.java,d9199dfd.java,0,conplag,0.0,0.7901234567901234,1.0,0.4553215708594195,0.5053352726659499
169e34bf_c9159d9c,169e34bf.java,c9159d9c.java,0,conplag,0.7436891813021349,0.609375,0.5,0.39893617021276595,0.6029441389876621
8535bdf7_e86eb5b0,8535bdf7.java,e86eb5b0.java,0,conplag,0.43240845810194617,0.4802342606149341,0.25,0.17165991902834007,0.3711622263744124
98950986_b9595381,98950986.java,b9595381.java,0,conplag,0.6623738179526455,0.5933014354066986,0.5,0.25010893246187366,0.5473376067747165
c04_orig_np12,original.java,compared.java,0,ir_plag,0.6822034001899847,0.2916666666666667,1.0,0.17337461300309598,0.5522773820169591
c05_orig_L6v06,original.java,compared.java,1,ir_plag,0.7710976237376951,0.6370370370370371,1.0,0.6637265711135611,0.7605542650863385
c05_orig_L6v05,original.java,compared.java,1,ir_plag,0.7104766643612844,0.54,0.6666666666666666,0.2823834196891192,0.5863576788131507
d9199dfd_fb312dc6,d9199dfd.java,fb312dc6.java,1,conplag,0.8567460674846378,0.8289855072463768,1.0,0.28138739618954567,0.7907648852219682
04df7bb8_ee270b2a,04df7bb8.java,ee270b2a.java,1,conplag,0.0,0.7389558232931727,1.0,0.2874074074074074,0.46479785809906293
9cea10af_d63e6e3f,9cea10af.java,d63e6e3f.java,0,conplag,0.0,0.6466809421841542,0.3333333333333333,0.4406657018813314,0.3267708046041126
2f8c3bf3_a3abac01,2f8c3bf3.java,a3abac01.java,1,conplag,0.7287983371449397,0.7194860813704497,0.3333333333333333,0.119870908252651,0.5555725453164281
c01_orig_L1v08,original.java,compared.java,1,ir_plag,1.0000000000000004,1.0,1.0,1.0,1.0
c07_orig_L3v07,original.java,compared.java,1,ir_plag,0.9922607324687359,0.9473684210526315,1.0,0.7971014492753623,0.9510670000711513
810fd282_ec558d69,810fd282.java,ec558d69.java,1,conplag,0.8216839206123271,0.9570957095709571,1.0,0.7113499841922226,0.8814205827144349
1dab88fb_b7de5c19,1dab88fb.java,b7de5c19.java,0,conplag,0.8311115762787293,0.6494464944649446,0.3333333333333333,0.0936408106219427,0.5664357882969967
8532d5ed_b9595381,8532d5ed.java,b9595381.java,0,conplag,0.0,0.6142131979695431,1.0,0.33649789029535865,0.43473864293516673
c03_orig_np04,original.java,compared.java,0,ir_plag,0.9875840877037507,0.9333333333333333,1.0,0.9378612716763006,0.9663336214477578
c07_orig_L4v01,original.java,compared.java,1,ir_plag,0.696772027933919,0.632768361581921,1.0,0.21899059024807527,0.6665493067886592
a368f345_b434c275,a368f345.java,b434c275.java,0,conplag,0.0,0.5412262156448203,1.0,0.187454412837345,0.39048602661904785
c03_orig_L3v07,original.java,compared.java,1,ir_plag,0.9875597657866763,0.9642857142857143,1.0,0.8691796008869179,0.9653085724440886
b790ef12_ff34fab2,b790ef12.java,ff34fab2.java,0,conplag,0.5276064882495938,0.5642458100558659,0.5,0.14664867296446243,0.47593331484878687
b434c275_fdc4f384,b434c275.java,fdc4f384.java,1,conplag,0.981816619767679,1.0,1.0,0.9982776438167413,0.9933774634911987
c03_orig_L2v03,original.java,compared.java,1,ir_plag,0.9917238447561268,0.9767441860465116,1.0,0.935672514619883,0.9804774786715802
c06_orig_L6v08,original.java,compared.java,1,ir_plag,0.559609969532114,0.6495726495726496,0.5,0.23709902370990238,0.52630013776452
35bb6075_76a69f5c,35bb6075.java,76a69f5c.java,0,conplag,0.0,0.5806451612903226,0.5,0.21758569299552907,0.30683140233642614
c03_orig_L2v09,original.java,compared.java,1,ir_plag,0.9799397392802083,1.0,1.0,0.9823008849557522,0.9903240414914356
