pair_id,folder_name,case_id,case_orig,file1,file2,label,plagiarism_level,source_dataset,comparison_type
pair_001369,929b98f0_bf85ab7b,p01,problem-1,929b98f0.java,bf85ab7b.java,0,none,conplag,contest_submission_pair
pair_000362,c06_orig_L3v03,c06,case-06,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000278,c05_orig_L1v03,c05,case-05,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000356,c06_orig_L2v05,c06,case-06,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000841,16857116_6e207cbf,p04,problem-4,16857116.java,6e207cbf.java,0,none,conplag,contest_submission_pair
pair_001118,28d8c381_417833c3,p05,problem-5,28d8c381.java,417833c3.java,0,none,conplag,contest_submission_pair
pair_001136,1c90c367_f0801d53,p21,problem-21,1c90c367.java,f0801d53.java,1,contest_level,conplag,contest_submission_pair
pair_000001,c01_orig_np01,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000307,c05_orig_L4v06,c05,case-05,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000063,c02_orig_np08,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001363,7d7cf9a7_e45446bc,p18,problem-18,7d7cf9a7.java,e45446bc.java,0,none,conplag,contest_submission_pair
pair_000189,c03_orig_L6v07,c03,case-03,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000596,73f1c5f5_da0b7cb2,p02,problem-2,73f1c5f5.java,da0b7cb2.java,0,none,conplag,contest_submission_pair
pair_000788,21123500_fbd26aa0,p09,problem-9,21123500.java,fbd26aa0.java,1,contest_level,conplag,contest_submission_pair
pair_001349,1b372750_fdd41565,p15,problem-15,1b372750.java,fdd41565.java,1,contest_level,conplag,contest_submission_pair
pair_000910,4da08761_c4ca2ff3,p15,problem-15,4da08761.java,c4ca2ff3.java,1,contest_level,conplag,contest_submission_pair
pair_000792,46e9aed4_8ddb5587,p19,problem-19,46e9aed4.java,8ddb5587.java,0,none,conplag,contest_submission_pair
pair_001078,35eb27da_64ce7b1e,p12,problem-12,35eb27da.java,64ce7b1e.java,0,none,conplag,contest_submission_pair
pair_000948,884f5678_cf27732e,p20,problem-20,884f5678.java,cf27732e.java,0,none,conplag,contest_submission_pair
pair_001271,55ab9b5d_c6113c06,p15,problem-15,55ab9b5d.java,c6113c06.java,1,contest_level,conplag,contest_submission_pair
pair_000525,927384f2_b2bae06a,p06,problem-6,927384f2.java,b2bae06a.java,1,contest_level,conplag,contest_submission_pair
pair_000301,c05_orig_L3v09,c05,case-05,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001276,9028caf7_a4e39423,p19,problem-19,9028caf7.java,a4e39423.java,0,none,conplag,contest_submission_pair
pair_000557,5289e80a_d82fa7e3,p01,problem-1,5289e80a.java,d82fa7e3.java,0,none,conplag,contest_submission_pair
pair_000391,c06_orig_L6v06,c06,case-06,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000172,c03_orig_L4v08,c03,case-03,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000748,35bb6075_ed728769,p15,problem-15,35bb6075.java,ed728769.java,0,none,conplag,contest_submission_pair
pair_000966,69b2fd22_e6b7a899,p19,problem-19,69b2fd22.java,e6b7a899.java,0,none,conplag,contest_submission_pair
pair_000271,c05_orig_np11,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001371,624b8db5_eacc407e,p03,problem-3,624b8db5.java,eacc407e.java,0,none,conplag,contest_submission_pair
pair_000622,29cb9b0e_d3da65ff,p17,problem-17,29cb9b0e.java,d3da65ff.java,1,contest_level,conplag,contest_submission_pair
pair_000245,c04_orig_L5v03,c04,case-04,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000035,c01_orig_L3v06,c01,case-01,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000674,2695ce73_ac8acb97,p18,problem-18,2695ce73.java,ac8acb97.java,1,contest_level,conplag,contest_submission_pair
pair_000855,90dc2b20_f229aa7f,p04,problem-4,90dc2b20.java,f229aa7f.java,0,none,conplag,contest_submission_pair
pair_000614,eea69e7f_f6ca6fc8,p19,problem-19,eea69e7f.java,f6ca6fc8.java,0,none,conplag,contest_submission_pair
pair_001343,372a4f50_e435b1ac,p09,problem-9,372a4f50.java,e435b1ac.java,0,none,conplag,contest_submission_pair
pair_000304,c05_orig_L4v03,c05,case-05,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000347,c06_orig_L1v04,c06,case-06,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000997,132281e9_f415c0bf,p16,problem-16,132281e9.java,f415c0bf.java,1,contest_level,conplag,contest_submission_pair
pair_001141,0e87b87f_6369a7a2,p10,problem-10,0e87b87f.java,6369a7a2.java,0,none,conplag,contest_submission_pair
pair_000034,c01_orig_L3v05,c01,case-01,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000365,c06_orig_L3v06,c06,case-06,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000117,c02_orig_L6v02,c02,case-02,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000935,73f57af1_ac8ef97c,p01,problem-1,73f57af1.java,ac8ef97c.java,0,none,conplag,contest_submission_pair
pair_000452,c07_orig_L6v01,c07,case-07,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000509,7279bcb3_cfba313d,p15,problem-15,7279bcb3.java,cfba313d.java,1,contest_level,conplag,contest_submission_pair
pair_000558,a5d5a95f_c4ca2ff3,p15,problem-15,a5d5a95f.java,c4ca2ff3.java,0,none,conplag,contest_submission_pair
pair_000737,1500a4fa_d7a8434f,p04,problem-4,1500a4fa.java,d7a8434f.java,0,none,conplag,contest_submission_pair
pair_000800,2b7b2d45_a0b406e6,p07,problem-7,2b7b2d45.java,a0b406e6.java,1,contest_level,conplag,contest_submission_pair
pair_000109,c02_orig_L5v03,c02,case-02,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000377,c06_orig_L5v01,c06,case-06,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001318,72d4d693_ad2a1ae2,p21,problem-21,72d4d693.java,ad2a1ae2.java,0,none,conplag,contest_submission_pair
pair_001114,c287ea9d_d2901569,p21,problem-21,c287ea9d.java,d2901569.java,0,none,conplag,contest_submission_pair
pair_000058,c02_orig_np03,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001272,4e5ee0f7_d6fb3b9e,p15,problem-15,4e5ee0f7.java,d6fb3b9e.java,0,none,conplag,contest_submission_pair
pair_000632,1162c08f_734a94be,p19,problem-19,1162c08f.java,734a94be.java,1,contest_level,conplag,contest_submission_pair
pair_000526,0588b869_11373c16,p19,problem-19,0588b869.java,11373c16.java,0,none,conplag,contest_submission_pair
pair_000260,c04_orig_L6v09,c04,case-04,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000269,c05_orig_np09,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000878,c73cd266_d2eb953e,p01,problem-1,c73cd266.java,d2eb953e.java,0,none,conplag,contest_submission_pair
pair_000213,c04_orig_L1v07,c04,case-04,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_001283,6bcc5afd_cb87df79,p19,problem-19,6bcc5afd.java,cb87df79.java,1,contest_level,conplag,contest_submission_pair
pair_001178,29cf2e70_2f4509a0,p20,problem-20,29cf2e70.java,2f4509a0.java,1,contest_level,conplag,contest_submission_pair
pair_001054,e185bce5_f3d7ce08,p04,problem-4,e185bce5.java,f3d7ce08.java,0,none,conplag,contest_submission_pair
pair_000215,c04_orig_L1v09,c04,case-04,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000593,169e34bf_ba468e1f,p20,problem-20,169e34bf.java,ba468e1f.java,0,none,conplag,contest_submission_pair
pair_000786,9fc811f7_cff39394,p02,problem-2,9fc811f7.java,cff39394.java,1,contest_level,conplag,contest_submission_pair
pair_000358,c06_orig_L2v07,c06,case-06,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000834,3951966f_b842cf12,p19,problem-19,3951966f.java,b842cf12.java,0,none,conplag,contest_submission_pair
pair_001368,0ee2f8f1_c2b7b017,p16,problem-16,0ee2f8f1.java,c2b7b017.java,1,contest_level,conplag,contest_submission_pair
pair_000441,c07_orig_L4v08,c07,case-07,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000309,c05_orig_L4v08,c05,case-05,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001043,40cc90ae_9399204d,p15,problem-15,40cc90ae.java,9399204d.java,0,none,conplag,contest_submission_pair
pair_000338,c06_orig_np10,c06,case-06,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000947,3dd65549_90dc2b20,p04,problem-4,3dd65549.java,90dc2b20.java,0,none,conplag,contest_submission_pair
pair_001197,317a209c_548ffb07,p14,problem-14,317a209c.java,548ffb07.java,1,contest_level,conplag,contest_submission_pair
pair_000124,c02_orig_L6v09,c02,case-02,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000912,3b498a39_e6b7a899,p19,problem-19,3b498a39.java,e6b7a899.java,0,none,conplag,contest_submission_pair
pair_000959,4da08761_d6fb3b9e,p15,problem-15,4da08761.java,d6fb3b9e.java,0,none,conplag,contest_submission_pair
pair_001058,bf0df1d5_d1cd194e,p09,problem-9,bf0df1d5.java,d1cd194e.java,0,none,conplag,contest_submission_pair
pair_000016,c01_orig_L1v01,c01,case-01,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000067,c02_orig_np12,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000772,7d9b95c0_9d33ca79,p03,problem-3,7d9b95c0.java,9d33ca79.java,0,none,conplag,contest_submission_pair
pair_000942,6f02c6d9_c9159d9c,p20,problem-20,6f02c6d9.java,c9159d9c.java,0,none,conplag,contest_submission_pair
pair_000635,6de04ee2_d9199dfd,p20,problem-20,6de04ee2.java,d9199dfd.java,0,none,conplag,contest_submission_pair
pair_001366,169e34bf_c9159d9c,p20,problem-20,169e34bf.java,c9159d9c.java,0,none,conplag,contest_submission_pair
pair_001348,8535bdf7_e86eb5b0,p01,problem-1,8535bdf7.java,e86eb5b0.java,0,none,conplag,contest_submission_pair
pair_000812,98950986_b9595381,p15,problem-15,98950986.java,b9595381.java,0,none,conplag,contest_submission_pair
pair_000203,c04_orig_np12,c04,case-04,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000325,c05_orig_L6v06,c05,case-05,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000324,c05_orig_L6v05,c05,case-05,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001251,d9199dfd_fb312dc6,p20,problem-20,d9199dfd.java,fb312dc6.java,1,contest_level,conplag,contest_submission_pair
pair_001169,04df7bb8_ee270b2a,p08,problem-8,04df7bb8.java,ee270b2a.java,1,contest_level,conplag,contest_submission_pair
pair_001328,9cea10af_d63e6e3f,p19,problem-19,9cea10af.java,d63e6e3f.java,0,none,conplag,contest_submission_pair
pair_000971,2f8c3bf3_a3abac01,p08,problem-8,2f8c3bf3.java,a3abac01.java,1,contest_level,conplag,contest_submission_pair
pair_000023,c01_orig_L1v08,c01,case-01,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000432,c07_orig_L3v07,c07,case-07,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000561,810fd282_ec558d69,p01,problem-1,810fd282.java,ec558d69.java,1,contest_level,conplag,contest_submission_pair
pair_000565,1dab88fb_b7de5c19,p03,problem-3,1dab88fb.java,b7de5c19.java,0,none,conplag,contest_submission_pair
pair_001035,8532d5ed_b9595381,p15,problem-15,8532d5ed.java,b9595381.java,0,none,conplag,contest_submission_pair
pair_000128,c03_orig_np04,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000434,c07_orig_L4v01,c07,case-07,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001144,a368f345_b434c275,p15,problem-15,a368f345.java,b434c275.java,0,none,conplag,contest_submission_pair
pair_000163,c03_orig_L3v07,c03,case-03,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001103,b790ef12_ff34fab2,p20,problem-20,b790ef12.java,ff34fab2.java,0,none,conplag,contest_submission_pair
pair_000639,b434c275_fdc4f384,p15,problem-15,b434c275.java,fdc4f384.java,1,contest_level,conplag,contest_submission_pair
pair_000150,c03_orig_L2v03,c03,case-03,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000393,c06_orig_L6v08,c06,case-06,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001079,35bb6075_76a69f5c,p15,problem-15,35bb6075.java,76a69f5c.java,0,none,conplag,contest_submission_pair
pair_000156,c03_orig_L2v09,c03,case-03,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000177,c03_orig_L5v04,c03,case-03,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000489,b728ba1d_d04e5afb,p09,problem-9,b728ba1d.java,d04e5afb.java,1,contest_level,conplag,contest_submission_pair
pair_000814,884f5678_9862c742,p20,problem-20,884f5678.java,9862c742.java,0,none,conplag,contest_submission_pair
pair_001229,9ed0ece8_c48673a6,p18,problem-18,9ed0ece8.java,c48673a6.java,0,none,conplag,contest_submission_pair
pair_000572,28820c82_8637bb90,p18,problem-18,28820c82.java,8637bb90.java,0,none,conplag,contest_submission_pair
pair_000829,4a5b029f_fb05904c,p04,problem-4,4a5b029f.java,fb05904c.java,0,none,conplag,contest_submission_pair
pair_000488,90dc2b20_d8a171a3,p04,problem-4,90dc2b20.java,d8a171a3.java,0,none,conplag,contest_submission_pair
pair_001146,9e7551da_f0e13442,p15,problem-15,9e7551da.java,f0e13442.java,1,contest_level,conplag,contest_submission_pair
pair_000138,c03_orig_np14,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000750,3d88acb8_8aadde13,p11,problem-11,3d88acb8.java,8aadde13.java,1,contest_level,conplag,contest_submission_pair
pair_000421,c07_orig_L2v04,c07,case-07,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000755,01c915a2_4e5ee0f7,p15,problem-15,01c915a2.java,4e5ee0f7.java,0,none,conplag,contest_submission_pair
pair_000040,c01_orig_L4v05,c01,case-01,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000334,c06_orig_np06,c06,case-06,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001159,7011024d_e6b7a899,p19,problem-19,7011024d.java,e6b7a899.java,0,none,conplag,contest_submission_pair
pair_000068,c02_orig_np13,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000940,46bde295_8a858867,p15,problem-15,46bde295.java,8a858867.java,1,contest_level,conplag,contest_submission_pair
pair_000714,aa266c38_b5fbe7a2,p09,problem-9,aa266c38.java,b5fbe7a2.java,1,contest_level,conplag,contest_submission_pair
pair_001044,1f748faf_851fafb6,p07,problem-7,1f748faf.java,851fafb6.java,0,none,conplag,contest_submission_pair
pair_000692,25151980_3b5cec19,p09,problem-9,25151980.java,3b5cec19.java,0,none,conplag,contest_submission_pair
pair_000597,2f8c3bf3_3c667d4f,p08,problem-8,2f8c3bf3.java,3c667d4f.java,0,none,conplag,contest_submission_pair
pair_000179,c03_orig_L5v06,c03,case-03,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001102,4dc0247e_875ed4c8,p03,problem-3,4dc0247e.java,875ed4c8.java,0,none,conplag,contest_submission_pair
pair_000099,c02_orig_L4v02,c02,case-02,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000056,c02_orig_np01,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000951,5f3a196a_d76e3b9d,p21,problem-21,5f3a196a.java,d76e3b9d.java,0,none,conplag,contest_submission_pair
pair_000490,476e94d3_9310ad0c,p21,problem-21,476e94d3.java,9310ad0c.java,0,none,conplag,contest_submission_pair
pair_001074,2915ac5b_9b8c6bd7,p18,problem-18,2915ac5b.java,9b8c6bd7.java,1,contest_level,conplag,contest_submission_pair
pair_000889,4201fdf7_93322168,p19,problem-19,4201fdf7.java,93322168.java,0,none,conplag,contest_submission_pair
pair_000168,c03_orig_L4v04,c03,case-03,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000263,c05_orig_np03,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001075,38129877_7493a104,p16,problem-16,38129877.java,7493a104.java,1,contest_level,conplag,contest_submission_pair
pair_001331,51019113_bf85ab7b,p01,problem-1,51019113.java,bf85ab7b.java,0,none,conplag,contest_submission_pair
pair_000867,4e28b45e_fc1771af,p04,problem-4,4e28b45e.java,fc1771af.java,0,none,conplag,contest_submission_pair
pair_000976,089b7f00_fb20d298,p11,problem-11,089b7f00.java,fb20d298.java,1,contest_level,conplag,contest_submission_pair
pair_001258,0df4050e_d9199dfd,p20,problem-20,0df4050e.java,d9199dfd.java,1,contest_level,conplag,contest_submission_pair
pair_001339,55ab9b5d_ae4d5b49,p15,problem-15,55ab9b5d.java,ae4d5b49.java,0,none,conplag,contest_submission_pair
pair_000052,c01_orig_L6v06,c01,case-01,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000938,2c7a0000_4201fdf7,p19,problem-19,2c7a0000.java,4201fdf7.java,1,contest_level,conplag,contest_submission_pair
pair_000570,29cf2e70_72d9eb5b,p20,problem-20,29cf2e70.java,72d9eb5b.java,1,contest_level,conplag,contest_submission_pair
pair_001199,26e699de_e99c14b9,p04,problem-4,26e699de.java,e99c14b9.java,0,none,conplag,contest_submission_pair
pair_000965,0951d079_71a4f6d2,p06,problem-6,0951d079.java,71a4f6d2.java,1,contest_level,conplag,contest_submission_pair
pair_001256,8a39dbf5_ff3283cf,p08,problem-8,8a39dbf5.java,ff3283cf.java,1,contest_level,conplag,contest_submission_pair
pair_001301,2bda1866_e4ab72e5,p04,problem-4,2bda1866.java,e4ab72e5.java,0,none,conplag,contest_submission_pair
pair_000736,317a209c_3e6def38,p14,problem-14,317a209c.java,3e6def38.java,1,contest_level,conplag,contest_submission_pair
pair_000357,c06_orig_L2v06,c06,case-06,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_001015,9291ca83_d61f51c5,p15,problem-15,9291ca83.java,d61f51c5.java,0,none,conplag,contest_submission_pair
pair_000097,c02_orig_L3v09,c02,case-02,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000866,5a81e159_d82fa7e3,p01,problem-1,5a81e159.java,d82fa7e3.java,0,none,conplag,contest_submission_pair
pair_001299,38601291_3bcd2014,p16,problem-16,38601291.java,3bcd2014.java,0,none,conplag,contest_submission_pair
pair_001320,d9199dfd_ff1fc018,p20,problem-20,d9199dfd.java,ff1fc018.java,0,none,conplag,contest_submission_pair
pair_000140,c03_orig_L1v01,c03,case-03,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000039,c01_orig_L4v04,c01,case-01,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001336,3951966f_9bc690ef,p19,problem-19,3951966f.java,9bc690ef.java,0,none,conplag,contest_submission_pair
pair_000286,c05_orig_L2v02,c05,case-05,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_001317,c4ca2ff3_d83f74f7,p15,problem-15,c4ca2ff3.java,d83f74f7.java,0,none,conplag,contest_submission_pair
pair_000911,3afcc566_fcc7e8fa,p04,problem-4,3afcc566.java,fcc7e8fa.java,0,none,conplag,contest_submission_pair
pair_000598,00af3420_5449d33c,p15,problem-15,00af3420.java,5449d33c.java,0,none,conplag,contest_submission_pair
pair_000637,8be61667_ca3128ab,p18,problem-18,8be61667.java,ca3128ab.java,0,none,conplag,contest_submission_pair
pair_000921,0951d079_0ecf356d,p06,problem-6,0951d079.java,0ecf356d.java,1,contest_level,conplag,contest_submission_pair
pair_000086,c02_orig_L2v07,c02,case-02,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000196,c04_orig_np05,c04,case-04,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000032,c01_orig_L3v03,c01,case-01,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000539,8782922d_f5f97f19,p15,problem-15,8782922d.java,f5f97f19.java,0,none,conplag,contest_submission_pair
pair_001004,3380fa52_48993e07,p08,problem-8,3380fa52.java,48993e07.java,1,contest_level,conplag,contest_submission_pair
pair_000026,c01_orig_L2v02,c01,case-01,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000677,80881cae_ad4c7a20,p21,problem-21,80881cae.java,ad4c7a20.java,1,contest_level,conplag,contest_submission_pair
pair_001198,3380fa52_f28b8cb4,p08,problem-8,3380fa52.java,f28b8cb4.java,1,contest_level,conplag,contest_submission_pair
pair_000011,c01_orig_np11,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000916,51d88c51_c2b7b017,p16,problem-16,51d88c51.java,c2b7b017.java,1,contest_level,conplag,contest_submission_pair
pair_000006,c01_orig_np06,c01,case-01,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001263,3d06b643_930dd1f1,p19,problem-19,3d06b643.java,930dd1f1.java,0,none,conplag,contest_submission_pair
pair_000703,927384f2_d4779c71,p06,problem-6,927384f2.java,d4779c71.java,0,none,conplag,contest_submission_pair
pair_000305,c05_orig_L4v04,c05,case-05,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000082,c02_orig_L2v03,c02,case-02,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_001189,6d55e68b_d8a171a3,p04,problem-4,6d55e68b.java,d8a171a3.java,0,none,conplag,contest_submission_pair
pair_000600,00c0b82a_1ea771ea,p08,problem-8,00c0b82a.java,1ea771ea.java,0,none,conplag,contest_submission_pair
pair_001196,5b9a0551_db1ef8b3,p18,problem-18,5b9a0551.java,db1ef8b3.java,0,none,conplag,contest_submission_pair
pair_000754,01c915a2_480de7be,p15,problem-15,01c915a2.java,480de7be.java,0,none,conplag,contest_submission_pair
pair_000684,45b19e51_f9adc043,p16,problem-16,45b19e51.java,f9adc043.java,0,none,conplag,contest_submission_pair
pair_000416,c07_orig_L1v07,c07,case-07,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_001180,2db37cb1_875ed4c8,p03,problem-3,2db37cb1.java,875ed4c8.java,0,none,conplag,contest_submission_pair
pair_000231,c04_orig_L3v07,c04,case-04,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001265,4552d8a0_ec4c7e8e,p20,problem-20,4552d8a0.java,ec4c7e8e.java,0,none,conplag,contest_submission_pair
pair_000224,c04_orig_L2v09,c04,case-04,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000873,a0b406e6_c9b4bb51,p07,problem-7,a0b406e6.java,c9b4bb51.java,0,none,conplag,contest_submission_pair
pair_000682,6f02c6d9_d3a96420,p20,problem-20,6f02c6d9.java,d3a96420.java,0,none,conplag,contest_submission_pair
pair_001045,949502c2_9fc811f7,p02,problem-2,949502c2.java,9fc811f7.java,1,contest_level,conplag,contest_submission_pair
pair_001192,10584086_f229aa7f,p04,problem-4,10584086.java,f229aa7f.java,0,none,conplag,contest_submission_pair
pair_001072,c9159d9c_d3a96420,p20,problem-20,c9159d9c.java,d3a96420.java,0,none,conplag,contest_submission_pair
pair_001326,8639f6c6_e18ae6a1,p08,problem-8,8639f6c6.java,e18ae6a1.java,0,none,conplag,contest_submission_pair
pair_000244,c04_orig_L5v02,c04,case-04,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000437,c07_orig_L4v04,c07,case-07,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001186,3e6def38_e7dce35b,p14,problem-14,3e6def38.java,e7dce35b.java,1,contest_level,conplag,contest_submission_pair
pair_000904,11c2ab99_e6a6e318,p08,problem-8,11c2ab99.java,e6a6e318.java,1,contest_level,conplag,contest_submission_pair
pair_001076,ca3128ab_e270e909,p18,problem-18,ca3128ab.java,e270e909.java,0,none,conplag,contest_submission_pair
pair_001024,141effef_9cea10af,p19,problem-19,141effef.java,9cea10af.java,0,none,conplag,contest_submission_pair
pair_000683,26e699de_f229aa7f,p04,problem-4,26e699de.java,f229aa7f.java,0,none,conplag,contest_submission_pair
pair_000733,9862c742_d9199dfd,p20,problem-20,9862c742.java,d9199dfd.java,0,none,conplag,contest_submission_pair
pair_000567,aa4b840f_e99c14b9,p04,problem-4,aa4b840f.java,e99c14b9.java,0,none,conplag,contest_submission_pair
pair_000110,c02_orig_L5v04,c02,case-02,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000440,c07_orig_L4v07,c07,case-07,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000629,8f6421f3_ea2fc2bc,p08,problem-8,8f6421f3.java,ea2fc2bc.java,1,contest_level,conplag,contest_submission_pair
pair_000644,085ddefc_1500a4fa,p04,problem-4,085ddefc.java,1500a4fa.java,0,none,conplag,contest_submission_pair
pair_000346,c06_orig_L1v03,c06,case-06,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_001353,8f6421f3_bdfe8110,p08,problem-8,8f6421f3.java,bdfe8110.java,1,contest_level,conplag,contest_submission_pair
pair_000352,c06_orig_L2v01,c06,case-06,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000607,4e9c4bf9_7011024d,p19,problem-19,4e9c4bf9.java,7011024d.java,0,none,conplag,contest_submission_pair
pair_000386,c06_orig_L6v01,c06,case-06,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000220,c04_orig_L2v05,c04,case-04,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_001171,46e9aed4_7011024d,p19,problem-19,46e9aed4.java,7011024d.java,0,none,conplag,contest_submission_pair
pair_000299,c05_orig_L3v07,c05,case-05,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000214,c04_orig_L1v08,c04,case-04,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000157,c03_orig_L3v01,c03,case-03,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000638,0922b7e7_d1cd194e,p09,problem-9,0922b7e7.java,d1cd194e.java,0,none,conplag,contest_submission_pair
pair_000175,c03_orig_L5v02,c03,case-03,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000685,339fdc7f_6be4dcef,p15,problem-15,339fdc7f.java,6be4dcef.java,0,none,conplag,contest_submission_pair
pair_000795,67241a76_8a39dbf5,p08,problem-8,67241a76.java,8a39dbf5.java,0,none,conplag,contest_submission_pair
pair_001126,0d4d22e0_d20e861b,p10,problem-10,0d4d22e0.java,d20e861b.java,0,none,conplag,contest_submission_pair
pair_000983,3d06b643_db7f80a5,p19,problem-19,3d06b643.java,db7f80a5.java,1,contest_level,conplag,contest_submission_pair
pair_000019,c01_orig_L1v04,c01,case-01,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000846,3380fa52_8a39dbf5,p08,problem-8,3380fa52.java,8a39dbf5.java,0,none,conplag,contest_submission_pair
pair_000582,ae4d5b49_f665e87b,p15,problem-15,ae4d5b49.java,f665e87b.java,0,none,conplag,contest_submission_pair
pair_000504,31cdf5fe_f0801d53,p21,problem-21,31cdf5fe.java,f0801d53.java,0,none,conplag,contest_submission_pair
pair_000530,8f31b279_d2f74dfc,p09,problem-9,8f31b279.java,d2f74dfc.java,0,none,conplag,contest_submission_pair
